# 05_IMPORTS_STRATIFIED.txt
# Temporal and architectural classification
# Format: <module>|<era>|<module_reality>|<symbol_reality>

sympy.physics.vector.functions|ERA_UNKNOWN|DEAD|N/A
sympy.printing.cxx|ERA_UNKNOWN|DEAD|N/A
sympy.printing.lambdarepr|ERA_UNKNOWN|DEAD|N/A
sympy.printing.octave|ERA_UNKNOWN|DEAD|N/A
sympy.physics.biomechanics.musculotendon|ERA_UNKNOWN|DEAD|N/A
sympy.physics.mechanics.pathway|ERA_UNKNOWN|DEAD|N/A
sympy.physics.vector.frame|ERA_UNKNOWN|DEAD|N/A
sympy.physics.vector.point|ERA_UNKNOWN|DEAD|N/A
.beam|ERA_UNKNOWN|DEAD|N/A
.truss|ERA_UNKNOWN|DEAD|N/A
.cable|ERA_UNKNOWN|DEAD|N/A
.arch|ERA_UNKNOWN|DEAD|N/A
sympy.plotting|ERA_UNKNOWN|DEAD|N/A
sympy.solvers.ode.ode|ERA_UNKNOWN|DEAD|N/A
sympy.physics.continuum_mechanics.arch|ERA_UNKNOWN|DEAD|N/A
sympy.physics.continuum_mechanics.beam|ERA_UNKNOWN|DEAD|N/A
sympy.physics.continuum_mechanics.cable|ERA_UNKNOWN|DEAD|N/A
sympy.physics.continuum_mechanics.truss|ERA_UNKNOWN|DEAD|N/A
.lti|ERA_UNKNOWN|DEAD|N/A
.control_plots|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.series|ERA_UNKNOWN|DEAD|N/A
sympy.solvers.ode.systems|ERA_UNKNOWN|DEAD|N/A
sympy.physics.control.control_plots|ERA_UNKNOWN|DEAD|N/A
sympy.physics.hep.gamma_matrices|ERA_UNKNOWN|DEAD|N/A
.kane|ERA_UNKNOWN|DEAD|N/A
.rigidbody|ERA_UNKNOWN|DEAD|N/A
.inertia|ERA_UNKNOWN|DEAD|N/A
.loads|ERA_UNKNOWN|DEAD|N/A
.particle|ERA_UNKNOWN|DEAD|N/A
.lagrange|ERA_UNKNOWN|DEAD|N/A
.linearize|ERA_UNKNOWN|DEAD|N/A
.body|ERA_UNKNOWN|DEAD|N/A
.system|ERA_UNKNOWN|DEAD|N/A
.jointsmethod|ERA_UNKNOWN|DEAD|N/A
.joint|ERA_UNKNOWN|DEAD|N/A
.wrapping_geometry|ERA_UNKNOWN|DEAD|N/A
.pathway|ERA_UNKNOWN|DEAD|N/A
.actuator|ERA_UNKNOWN|DEAD|N/A
sympy.physics.mechanics.joint|ERA_UNKNOWN|DEAD|N/A
sympy.physics.mechanics.loads|ERA_UNKNOWN|DEAD|N/A
sympy.physics.mechanics.rigidbody|ERA_UNKNOWN|DEAD|N/A
sympy.physics.mechanics.body_base|ERA_UNKNOWN|DEAD|N/A
sympy.physics.vector.printing|ERA_UNKNOWN|DEAD|N/A
sympy.physics.mechanics.particle|ERA_UNKNOWN|DEAD|N/A
sympy.physics.mechanics.inertia|ERA_UNKNOWN|DEAD|N/A
sympy.physics.mechanics.functions|ERA_UNKNOWN|DEAD|N/A
sympy.physics.mechanics.method|ERA_UNKNOWN|DEAD|N/A
sympy.physics.mechanics.linearize|ERA_UNKNOWN|DEAD|N/A
sympy.physics.mechanics.wrapping_geometry|ERA_UNKNOWN|DEAD|N/A
sympy.physics.mechanics.kane|ERA_UNKNOWN|DEAD|N/A
sympy.physics.mechanics.lagrange|ERA_UNKNOWN|DEAD|N/A
sympy.testing|ERA_UNKNOWN|DEAD|N/A
sympy.physics.mechanics.models|ERA_UNKNOWN|DEAD|N/A
.waves|ERA_UNKNOWN|DEAD|N/A
.gaussopt|ERA_UNKNOWN|DEAD|N/A
.medium|ERA_UNKNOWN|DEAD|N/A
.polarization|ERA_UNKNOWN|DEAD|N/A
sympy.physics.optics.polarization|ERA_UNKNOWN|DEAD|N/A
sympy.physics.optics.utils|ERA_UNKNOWN|DEAD|N/A
.anticommutator|ERA_UNKNOWN|DEAD|N/A
.qapply|ERA_UNKNOWN|DEAD|N/A
.commutator|ERA_UNKNOWN|DEAD|N/A
.dagger|ERA_UNKNOWN|DEAD|N/A
.hilbert|ERA_UNKNOWN|DEAD|N/A
.innerproduct|ERA_UNKNOWN|DEAD|N/A
.operator|ERA_UNKNOWN|DEAD|N/A
.represent|ERA_UNKNOWN|DEAD|N/A
.state|ERA_UNKNOWN|DEAD|N/A
.tensorproduct|ERA_UNKNOWN|DEAD|N/A
sympy.physics.quantum.kind|ERA_UNKNOWN|DEAD|N/A
sympy.physics.quantum.represent|ERA_UNKNOWN|DEAD|N/A
sympy.physics.quantum.matrixutils|ERA_UNKNOWN|DEAD|N/A
sympy.physics.quantum.matrixcache|ERA_UNKNOWN|DEAD|N/A
sympy.physics.quantum.qapply|ERA_UNKNOWN|DEAD|N/A
sympy.physics.quantum.innerproduct|ERA_UNKNOWN|DEAD|N/A
sympy.physics.quantum.operatorset|ERA_UNKNOWN|DEAD|N/A
sympy.printing.pretty.pretty_symbology|ERA_UNKNOWN|DEAD|N/A
sympy.physics.quantum.circuitutils|ERA_UNKNOWN|DEAD|N/A
sympy.physics.quantum.operatorordering|ERA_UNKNOWN|DEAD|N/A
sympy.printing.pretty|ERA_UNKNOWN|DEAD|N/A
sympy.physics.quantum.qasm|ERA_UNKNOWN|DEAD|N/A
sympy.core.trace|ERA_UNKNOWN|DEAD|N/A
sympy.physics.hydrogen|ERA_UNKNOWN|DEAD|N/A
sympy.physics.pring|ERA_UNKNOWN|DEAD|N/A
sympy.physics.qho_1d|ERA_UNKNOWN|DEAD|N/A
sympy.physics.sho|ERA_UNKNOWN|DEAD|N/A
.unitsystem|ERA_UNKNOWN|DEAD|N/A
.quantities|ERA_UNKNOWN|DEAD|N/A
.definitions.dimension_definitions|ERA_UNKNOWN|DEAD|N/A
.prefixes|ERA_UNKNOWN|DEAD|N/A
.definitions|ERA_UNKNOWN|DEAD|N/A
.systems|ERA_UNKNOWN|DEAD|N/A
.unit_definitions|ERA_UNKNOWN|DEAD|N/A
sympy.physics.units.systems.mks|ERA_UNKNOWN|DEAD|N/A
sympy.physics.units.systems.mksa|ERA_UNKNOWN|DEAD|N/A
sympy.physics.units.systems.natural|ERA_UNKNOWN|DEAD|N/A
sympy.physics.units.systems.si|ERA_UNKNOWN|DEAD|N/A
sympy.physics.units.definitions|ERA_UNKNOWN|DEAD|N/A
sympy.physics.units.definitions.unit_definitions|ERA_UNKNOWN|DEAD|N/A
sympy.physics.units.systems.length_weight_time|ERA_UNKNOWN|DEAD|N/A
sympy.physics.units.unitsystem|ERA_UNKNOWN|DEAD|N/A
sympy.physics.units.systems|ERA_UNKNOWN|DEAD|N/A
sympy.concrete.tests.test_sums_products|ERA_UNKNOWN|DEAD|N/A
sympy.physics.units.systems.cgs|ERA_UNKNOWN|DEAD|N/A
sympy.physics.units.util|ERA_UNKNOWN|DEAD|N/A
.frame|ERA_UNKNOWN|DEAD|N/A
.dyadic|ERA_UNKNOWN|DEAD|N/A
.vector|ERA_UNKNOWN|DEAD|N/A
.fieldfunctions|ERA_UNKNOWN|DEAD|N/A
sympy.physics.vector.vector|ERA_UNKNOWN|DEAD|N/A
sympy.printing.pretty.pretty|ERA_UNKNOWN|DEAD|N/A
sympy.physics.vector.dyadic|ERA_UNKNOWN|DEAD|N/A
sympy.physics.vector.fieldfunctions|ERA_UNKNOWN|DEAD|N/A
.plot|ERA_UNKNOWN|DEAD|N/A
.plot_implicit|ERA_UNKNOWN|DEAD|N/A
.textplot|ERA_UNKNOWN|DEAD|N/A
.pygletplot|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.backends.matplotlibbackend.matplotlib|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.backends.base_backend|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.backends.textbackend.text|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.textplot|ERA_UNKNOWN|DEAD|N/A
.interval_arithmetic|ERA_UNKNOWN|DEAD|N/A
.lib_interval|ERA_UNKNOWN|DEAD|N/A
.interval_membership|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.intervalmath|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.intervalmath.interval_membership|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.experimental_lambdify|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.backends.matplotlibbackend|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.backends.textbackend|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.utils|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.plotgrid|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.pygletplot.plot|ERA_UNKNOWN|DEAD|N/A
pyglet.window|ERA_UNKNOWN|DEAD|N/A
pyglet.clock|ERA_UNKNOWN|DEAD|N/A
pyglet.gl|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.pygletplot.plot_axes|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.pygletplot.plot_mode|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.pygletplot.plot_object|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.pygletplot.plot_window|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.pygletplot.util|ERA_UNKNOWN|DEAD|N/A
pyglet|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.pygletplot.plot_rotation|ERA_UNKNOWN|DEAD|N/A
pyglet.window.mouse|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.pygletplot.plot_mode_base|ERA_UNKNOWN|DEAD|N/A
.plot_interval|ERA_UNKNOWN|DEAD|N/A
.plot_object|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.pygletplot.color_scheme|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.pygletplot.plot_curve|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.pygletplot.plot_surface|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.pygletplot.managed_window|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.pygletplot.plot_camera|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.pygletplot.plot_controller|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.pygletplot|ERA_UNKNOWN|DEAD|N/A
.intervalmath|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.intervalmath.lib_interval|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.intervalmath.interval_arithmetic|ERA_UNKNOWN|DEAD|N/A
sympy.plotting.plot_implicit|ERA_UNKNOWN|DEAD|N/A
sympy.testing.tmpfiles|ERA_UNKNOWN|DEAD|N/A
.polytools|ERA_UNKNOWN|DEAD|N/A
.polyfuncs|ERA_UNKNOWN|DEAD|N/A
.polyerrors|ERA_UNKNOWN|DEAD|N/A
.numberfields|ERA_UNKNOWN|DEAD|N/A
.monomials|ERA_UNKNOWN|DEAD|N/A
.orderings|ERA_UNKNOWN|DEAD|N/A
.rootoftools|ERA_UNKNOWN|DEAD|N/A
.polyroots|ERA_UNKNOWN|DEAD|N/A
.domains|ERA_UNKNOWN|DEAD|N/A
.specialpolys|ERA_UNKNOWN|DEAD|N/A
.orthopolys|ERA_UNKNOWN|DEAD|N/A
.appellseqs|ERA_UNKNOWN|DEAD|N/A
.partfrac|ERA_UNKNOWN|DEAD|N/A
.polyoptions|ERA_UNKNOWN|DEAD|N/A
.rings|ERA_UNKNOWN|DEAD|N/A
.homomorphisms|ERA_UNKNOWN|DEAD|N/A
sympy.polys.domains.domain|ERA_UNKNOWN|DEAD|N/A
sympy.polys.domains.domainelement|ERA_UNKNOWN|DEAD|N/A
sympy.polys.agca.modules|ERA_UNKNOWN|DEAD|N/A
sympy.polys.agca.ideals|ERA_UNKNOWN|DEAD|N/A
sympy.polys.domains.field|ERA_UNKNOWN|DEAD|N/A
sympy.polys.agca.homomorphisms|ERA_UNKNOWN|DEAD|N/A
sympy.polys.domains.old_polynomialring|ERA_UNKNOWN|DEAD|N/A
sympy.polys.domains.quotientring|ERA_UNKNOWN|DEAD|N/A
sympy.polys.distributedmodules|ERA_UNKNOWN|DEAD|N/A
sympy.polys.agca.extensions|ERA_UNKNOWN|DEAD|N/A
sympy.polys.domainmatrix|ERA_UNKNOWN|DEAD|N/A
sympy.polys.agca|ERA_UNKNOWN|DEAD|N/A
sympy.polys.densearith|ERA_UNKNOWN|DEAD|N/A
sympy.polys.groebnertools|ERA_UNKNOWN|DEAD|N/A
sympy.polys.densebasic|ERA_UNKNOWN|DEAD|N/A
sympy.polys.euclidtools|ERA_UNKNOWN|DEAD|N/A
sympy.polys.factortools|ERA_UNKNOWN|DEAD|N/A
sympy.polys.rootisolation|ERA_UNKNOWN|DEAD|N/A
sympy.polys.sqfreetools|ERA_UNKNOWN|DEAD|N/A
sympy.polys.domains.complexfield|ERA_UNKNOWN|DEAD|N/A
sympy.polys.polyoptions|ERA_UNKNOWN|DEAD|N/A
.euclidtools|ERA_UNKNOWN|DEAD|N/A
.domain|ERA_UNKNOWN|DEAD|N/A
.finitefield|ERA_UNKNOWN|DEAD|N/A
.integerring|ERA_UNKNOWN|DEAD|N/A
.rationalfield|ERA_UNKNOWN|DEAD|N/A
.algebraicfield|ERA_UNKNOWN|DEAD|N/A
.gaussiandomains|ERA_UNKNOWN|DEAD|N/A
.realfield|ERA_UNKNOWN|DEAD|N/A
.complexfield|ERA_UNKNOWN|DEAD|N/A
.polynomialring|ERA_UNKNOWN|DEAD|N/A
.fractionfield|ERA_UNKNOWN|DEAD|N/A
.expressiondomain|ERA_UNKNOWN|DEAD|N/A
.expressionrawdomain|ERA_UNKNOWN|DEAD|N/A
.pythonrational|ERA_UNKNOWN|DEAD|N/A
.pythonfinitefield|ERA_UNKNOWN|DEAD|N/A
.gmpyfinitefield|ERA_UNKNOWN|DEAD|N/A
.pythonintegerring|ERA_UNKNOWN|DEAD|N/A
.gmpyintegerring|ERA_UNKNOWN|DEAD|N/A
.pythonrationalfield|ERA_UNKNOWN|DEAD|N/A
.gmpyrationalfield|ERA_UNKNOWN|DEAD|N/A
sympy.polys.domains.characteristiczero|ERA_UNKNOWN|DEAD|N/A
sympy.polys.domains.simpledomain|ERA_UNKNOWN|DEAD|N/A
sympy.polys.numberfields.basis|ERA_UNKNOWN|DEAD|N/A
sympy.polys.numberfields.primes|ERA_UNKNOWN|DEAD|N/A
sympy.polys.domains.gaussiandomains|ERA_UNKNOWN|DEAD|N/A
sympy.polys.domains.polynomialring|ERA_UNKNOWN|DEAD|N/A
sympy.polys.domains.fractionfield|ERA_UNKNOWN|DEAD|N/A
sympy.polys.domains.old_fractionfield|ERA_UNKNOWN|DEAD|N/A
sympy.polys.domains.ring|ERA_UNKNOWN|DEAD|N/A
sympy.polys.domains.modularinteger|ERA_UNKNOWN|DEAD|N/A
sympy.polys.domains.compositedomain|ERA_UNKNOWN|DEAD|N/A
sympy.polys.domains.algebraicfield|ERA_UNKNOWN|DEAD|N/A
sympy.polys.domains.finitefield|ERA_UNKNOWN|DEAD|N/A
sympy.polys.domains.gmpyintegerring|ERA_UNKNOWN|DEAD|N/A
sympy.polys.domains.pythonintegerring|ERA_UNKNOWN|DEAD|N/A
sympy.polys.numberfields.subfield|ERA_UNKNOWN|DEAD|N/A
sympy.polys.polyconfig|ERA_UNKNOWN|DEAD|N/A
.domainmatrix|ERA_UNKNOWN|DEAD|N/A
.lll|ERA_UNKNOWN|DEAD|N/A
.sdm|ERA_UNKNOWN|DEAD|N/A
.dfm|ERA_UNKNOWN|DEAD|N/A
sympy.polys.matrices._typing|ERA_UNKNOWN|DEAD|N/A
._dfm|ERA_UNKNOWN|DEAD|N/A
..domains|ERA_UNKNOWN|DEAD|N/A
..constructor|ERA_UNKNOWN|DEAD|N/A
.domainscalar|ERA_UNKNOWN|DEAD|N/A
.ddm|ERA_UNKNOWN|DEAD|N/A
.rref|ERA_UNKNOWN|DEAD|N/A
..agca.extensions|ERA_UNKNOWN|DEAD|N/A
..factortools|ERA_UNKNOWN|DEAD|N/A
..polyroots|ERA_UNKNOWN|DEAD|N/A
..polytools|ERA_UNKNOWN|DEAD|N/A
..rootoftools|ERA_UNKNOWN|DEAD|N/A
sympy.polys.matrices.sdm|ERA_UNKNOWN|DEAD|N/A
sympy.polys.matrices.dense|ERA_UNKNOWN|DEAD|N/A
sympy.polys.matrices.domainscalar|ERA_UNKNOWN|DEAD|N/A
sympy.polys.matrices.lll|ERA_UNKNOWN|DEAD|N/A
.minpoly|ERA_UNKNOWN|DEAD|N/A
.subfield|ERA_UNKNOWN|DEAD|N/A
.basis|ERA_UNKNOWN|DEAD|N/A
.primes|ERA_UNKNOWN|DEAD|N/A
.galoisgroups|ERA_UNKNOWN|DEAD|N/A
sympy.polys.numberfields.resolvent_lookup|ERA_UNKNOWN|DEAD|N/A
sympy.polys.numberfields.galois_resolvents|ERA_UNKNOWN|DEAD|N/A
sympy.polys.numberfields.utilities|ERA_UNKNOWN|DEAD|N/A
sympy.polys.ring_series|ERA_UNKNOWN|DEAD|N/A
sympy.polys.numberfields.galoisgroups|ERA_UNKNOWN|DEAD|N/A
sympy.polys.numberfields.exceptions|ERA_UNKNOWN|DEAD|N/A
sympy.polys.numberfields.modules|ERA_UNKNOWN|DEAD|N/A
sympy.polys.polyquinticconst|ERA_UNKNOWN|DEAD|N/A
sympy.polys.fglmtools|ERA_UNKNOWN|DEAD|N/A
mpmath.libmp.libhyper|ERA_UNKNOWN|DEAD|N/A
sympy.polys.dispersion|ERA_UNKNOWN|DEAD|N/A
sympy.polys.puiseux|ERA_UNKNOWN|DEAD|N/A
sympy.polys.compatibility|ERA_UNKNOWN|DEAD|N/A
sympy.polys.heuristicgcd|ERA_UNKNOWN|DEAD|N/A
sympy.polys.modulargcd|ERA_UNKNOWN|DEAD|N/A
sympy.polys.multivariate_resultants|ERA_UNKNOWN|DEAD|N/A
sympy.polys.subresultants_qq_zz|ERA_UNKNOWN|DEAD|N/A
.latex|ERA_UNKNOWN|DEAD|N/A
.mathml|ERA_UNKNOWN|DEAD|N/A
.python|ERA_UNKNOWN|DEAD|N/A
.pycode|ERA_UNKNOWN|DEAD|N/A
.codeprinter|ERA_UNKNOWN|DEAD|N/A
.smtlib|ERA_UNKNOWN|DEAD|N/A
.glsl|ERA_UNKNOWN|DEAD|N/A
.rcode|ERA_UNKNOWN|DEAD|N/A
.jscode|ERA_UNKNOWN|DEAD|N/A
.julia|ERA_UNKNOWN|DEAD|N/A
.mathematica|ERA_UNKNOWN|DEAD|N/A
.octave|ERA_UNKNOWN|DEAD|N/A
.gtk|ERA_UNKNOWN|DEAD|N/A
.tree|ERA_UNKNOWN|DEAD|N/A
.str|ERA_UNKNOWN|DEAD|N/A
.tableform|ERA_UNKNOWN|DEAD|N/A
.dot|ERA_UNKNOWN|DEAD|N/A
.maple|ERA_UNKNOWN|DEAD|N/A
aesara.tensor|ERA_UNKNOWN|DEAD|N/A
aesara.tensor.elemwise|ERA_UNKNOWN|DEAD|N/A
aesara.gradient|ERA_UNKNOWN|DEAD|N/A
.c|ERA_UNKNOWN|DEAD|N/A
sympy.core._print_helpers|ERA_UNKNOWN|DEAD|N/A
sympy.printing.mathml|ERA_UNKNOWN|DEAD|N/A
sympy.utilities.mathml|ERA_UNKNOWN|DEAD|N/A
.numpy|ERA_UNKNOWN|DEAD|N/A
sympy.core.alphabets|ERA_UNKNOWN|DEAD|N/A
sympy.printing.conventions|ERA_UNKNOWN|DEAD|N/A
sympy.vector.basisdependent|ERA_UNKNOWN|DEAD|N/A
``amsmath`` for ``equation*``)|ERA_UNKNOWN|DEAD|N/A
unless the ``itex`` option is|ERA_UNKNOWN|DEAD|N/A
.pretty_symbology|ERA_UNKNOWN|DEAD|N/A
pyglet.image.codecs|ERA_UNKNOWN|DEAD|N/A
pyglet  # noqa: F401|ERA_UNKNOWN|DEAD|N/A
.precedence|ERA_UNKNOWN|DEAD|N/A
.printer|ERA_UNKNOWN|DEAD|N/A
sympy.assumptions.relation.binrel|ERA_UNKNOWN|DEAD|N/A
sympy.codegen|ERA_UNKNOWN|DEAD|N/A
aesara.scalar.basic|ERA_UNKNOWN|DEAD|N/A
aesara.graph.basic|ERA_UNKNOWN|DEAD|N/A
aesara.tensor.var|ERA_UNKNOWN|DEAD|N/A
aesara.tensor.math|ERA_UNKNOWN|DEAD|N/A
sympy.printing.aesaracode|ERA_UNKNOWN|DEAD|N/A
aesara.compile.function.types|ERA_UNKNOWN|DEAD|N/A
aesara.tensor.basic|ERA_UNKNOWN|DEAD|N/A
sympy.printing.dot|ERA_UNKNOWN|DEAD|N/A
sympy.printing.glsl|ERA_UNKNOWN|DEAD|N/A
sympy.printing.gtk|ERA_UNKNOWN|DEAD|N/A
sympy.printing.jscode|ERA_UNKNOWN|DEAD|N/A
sympy.printing.julia|ERA_UNKNOWN|DEAD|N/A
sympy.printing.tensorflow|ERA_UNKNOWN|DEAD|N/A
sympy.printing.llvmjitcode|ERA_UNKNOWN|DEAD|N/A
sympy.printing.maple|ERA_UNKNOWN|DEAD|N/A
sympy.printing.mathematica|ERA_UNKNOWN|DEAD|N/A
sympy.printing.python|ERA_UNKNOWN|DEAD|N/A
sympy.printing.rcode|ERA_UNKNOWN|DEAD|N/A
sympy.printing.tableform|ERA_UNKNOWN|DEAD|N/A
sympy.printing.theanocode|ERA_UNKNOWN|DEAD|N/A
theano|ERA_UNKNOWN|DEAD|N/A
theano.tensor|ERA_UNKNOWN|DEAD|N/A
sympy.printing.pytorch|ERA_UNKNOWN|DEAD|N/A
sympy.printing.tree|ERA_UNKNOWN|DEAD|N/A
theano.sandbox|ERA_UNKNOWN|DEAD|N/A
.order|ERA_UNKNOWN|DEAD|N/A
.limits|ERA_UNKNOWN|DEAD|N/A
.gruntz|ERA_UNKNOWN|DEAD|N/A
.approximants|ERA_UNKNOWN|DEAD|N/A
.residues|ERA_UNKNOWN|DEAD|N/A
.sequences|ERA_UNKNOWN|DEAD|N/A
.fourier|ERA_UNKNOWN|DEAD|N/A
.formal|ERA_UNKNOWN|DEAD|N/A
.limitseq|ERA_UNKNOWN|DEAD|N/A
sympy.series.series_class|ERA_UNKNOWN|DEAD|N/A
sympy.series.kauers|ERA_UNKNOWN|DEAD|N/A
sympy.series.acceleration|ERA_UNKNOWN|DEAD|N/A
.fancysets|ERA_UNKNOWN|DEAD|N/A
.contains|ERA_UNKNOWN|DEAD|N/A
.conditionset|ERA_UNKNOWN|DEAD|N/A
.ordinals|ERA_UNKNOWN|DEAD|N/A
.powerset|ERA_UNKNOWN|DEAD|N/A
..core.singleton|ERA_UNKNOWN|DEAD|N/A
.handlers.comparison|ERA_UNKNOWN|DEAD|N/A
sympy.solvers.diophantine.diophantine|ERA_UNKNOWN|DEAD|N/A
sympy.solvers.diophantine|ERA_UNKNOWN|DEAD|N/A
sympy.sets.handlers.issubset|ERA_UNKNOWN|DEAD|N/A
.setexpr|ERA_UNKNOWN|DEAD|N/A
sympy.sets.handlers.add|ERA_UNKNOWN|DEAD|N/A
sympy.sets.handlers.mul|ERA_UNKNOWN|DEAD|N/A
sympy.sets.handlers.power|ERA_UNKNOWN|DEAD|N/A
sympy.sets.handlers.functions|ERA_UNKNOWN|DEAD|N/A
.fu|ERA_UNKNOWN|DEAD|N/A
.sqrtdenest|ERA_UNKNOWN|DEAD|N/A
.cse_main|ERA_UNKNOWN|DEAD|N/A
.epathtools|ERA_UNKNOWN|DEAD|N/A
.hyperexpand|ERA_UNKNOWN|DEAD|N/A
.radsimp|ERA_UNKNOWN|DEAD|N/A
.trigsimp|ERA_UNKNOWN|DEAD|N/A
.powsimp|ERA_UNKNOWN|DEAD|N/A
.combsimp|ERA_UNKNOWN|DEAD|N/A
.gammasimp|ERA_UNKNOWN|DEAD|N/A
.ratsimp|ERA_UNKNOWN|DEAD|N/A
sympy.strategies.tree|ERA_UNKNOWN|DEAD|N/A
sympy.simplify.sqrtdenest|ERA_UNKNOWN|DEAD|N/A
sympy.simplify._cse_diff|ERA_UNKNOWN|DEAD|N/A
sympy.simplify.epathtools|ERA_UNKNOWN|DEAD|N/A
.recurr|ERA_UNKNOWN|DEAD|N/A
.ode|ERA_UNKNOWN|DEAD|N/A
.polysys|ERA_UNKNOWN|DEAD|N/A
.pde|ERA_UNKNOWN|DEAD|N/A
.deutils|ERA_UNKNOWN|DEAD|N/A
.inequalities|ERA_UNKNOWN|DEAD|N/A
.decompogen|ERA_UNKNOWN|DEAD|N/A
.solveset|ERA_UNKNOWN|DEAD|N/A
.simplex|ERA_UNKNOWN|DEAD|N/A
sympy.solvers.ode|ERA_UNKNOWN|DEAD|N/A
sympy.solvers.pde|ERA_UNKNOWN|DEAD|N/A
.diophantine|ERA_UNKNOWN|DEAD|N/A
.lie_group|ERA_UNKNOWN|DEAD|N/A
.subscheck|ERA_UNKNOWN|DEAD|N/A
sympy.solvers.deutils|ERA_UNKNOWN|DEAD|N/A
.single|ERA_UNKNOWN|DEAD|N/A
.riccati|ERA_UNKNOWN|DEAD|N/A
.hypergeometric|ERA_UNKNOWN|DEAD|N/A
.nonhomogeneous|ERA_UNKNOWN|DEAD|N/A
sympy.solvers.ode.subscheck|ERA_UNKNOWN|DEAD|N/A
sympy.solvers.ode.nonhomogeneous|ERA_UNKNOWN|DEAD|N/A
sympy.solvers.ode.single|ERA_UNKNOWN|DEAD|N/A
sympy.solvers.ode.riccati|ERA_UNKNOWN|DEAD|N/A
sympy.solvers.ode.tests.test_single|ERA_UNKNOWN|DEAD|N/A
sympy.strategies.rl|ERA_UNKNOWN|DEAD|N/A
sympy.solvers.polysys|ERA_UNKNOWN|DEAD|N/A
sympy.solvers.bivariate|ERA_UNKNOWN|DEAD|N/A
sympy.solvers.recurr|ERA_UNKNOWN|DEAD|N/A
sympy.solvers.simplex|ERA_UNKNOWN|DEAD|N/A
.rv_interface|ERA_UNKNOWN|DEAD|N/A
.frv_types|ERA_UNKNOWN|DEAD|N/A
.crv_types|ERA_UNKNOWN|DEAD|N/A
.drv_types|ERA_UNKNOWN|DEAD|N/A
.joint_rv_types|ERA_UNKNOWN|DEAD|N/A
.stochastic_process_types|ERA_UNKNOWN|DEAD|N/A
.random_matrix_models|ERA_UNKNOWN|DEAD|N/A
.matrix_distributions|ERA_UNKNOWN|DEAD|N/A
.symbolic_probability|ERA_UNKNOWN|DEAD|N/A
.symbolic_multivariate_probability|ERA_UNKNOWN|DEAD|N/A
pymc3|ERA_UNKNOWN|DEAD|N/A
sympy.stats.sampling.sample_scipy|ERA_UNKNOWN|DEAD|N/A
sympy.stats.sampling.sample_numpy|ERA_UNKNOWN|DEAD|N/A
sympy.stats.sampling.sample_pymc|ERA_UNKNOWN|DEAD|N/A
.rv|ERA_UNKNOWN|DEAD|N/A
sympy.stats.symbolic_multivariate_probability|ERA_UNKNOWN|DEAD|N/A
sympy.stats.error_prop|ERA_UNKNOWN|DEAD|N/A
.rl|ERA_UNKNOWN|DEAD|N/A
.tools|ERA_UNKNOWN|DEAD|N/A
sympy.strategies.branch.core|ERA_UNKNOWN|DEAD|N/A
sympy.strategies.branch.tools|ERA_UNKNOWN|DEAD|N/A
sympy.strategies.branch.traverse|ERA_UNKNOWN|DEAD|N/A
.traverse|ERA_UNKNOWN|DEAD|N/A
sympy.strategies.tools|ERA_UNKNOWN|DEAD|N/A
sympy.strategies.branch|ERA_UNKNOWN|DEAD|N/A
.indexed|ERA_UNKNOWN|DEAD|N/A
.index_methods|ERA_UNKNOWN|DEAD|N/A
.array|ERA_UNKNOWN|DEAD|N/A
.dense_ndim_array|ERA_UNKNOWN|DEAD|N/A
.sparse_ndim_array|ERA_UNKNOWN|DEAD|N/A
.ndim_array|ERA_UNKNOWN|DEAD|N/A
.arrayop|ERA_UNKNOWN|DEAD|N/A
.array_comprehension|ERA_UNKNOWN|DEAD|N/A
sympy.tensor.array.mutable_ndim_array|ERA_UNKNOWN|DEAD|N/A
