# 03_MODULE_RESOLUTION.txt
# Module existence verification on filesystem
# Format: <module_path>|<status>|<resolved_file_path>

.SparseTripletLoss|DEAD|NO_FILE
.SpladeLoss|DEAD|NO_FILE
.MLMTransformer|DEAD|NO_FILE
.SparseAutoEncoder|DEAD|NO_FILE
.SparseStaticEmbedding|DEAD|NO_FILE
.SpladePooling|DEAD|NO_FILE
elasticsearch|DEAD|NO_FILE
qdrant_client|DEAD|NO_FILE
seismic|DEAD|NO_FILE
opensearchpy|DEAD|NO_FILE
qdrant_client.http|DEAD|NO_FILE
sentence_transformers.sparse_encoder.callbacks.splade_callbacks|DEAD|NO_FILE
sentence_transformers.sparse_encoder.data_collator|DEAD|NO_FILE
transformers.trainer|DEAD|NO_FILE
transformers.trainer_utils|DEAD|NO_FILE
transformers.training_args|DEAD|NO_FILE
.distributed|DEAD|NO_FILE
.file_io|DEAD|NO_FILE
.hard_negatives|DEAD|NO_FILE
.retrieval|DEAD|NO_FILE
.similarity|DEAD|NO_FILE
.tensor|DEAD|NO_FILE
torch.distributed|DEAD|NO_FILE
habana_frameworks.torch.hpu|DEAD|NO_FILE
_distutils_hack.override  # noqa: F401|DEAD|NO_FILE
.depends|DEAD|NO_FILE
.discovery|DEAD|NO_FILE
.dist|DEAD|NO_FILE
._static|DEAD|NO_FILE
jaraco.functools|DEAD|NO_FILE
.compat.py39|DEAD|NO_FILE
.compilers.C|DEAD|NO_FILE
._log|DEAD|NO_FILE
.dir_util|DEAD|NO_FILE
.spawn|DEAD|NO_FILE
grp|DEAD|NO_FILE
tarfile  # late so Python build itself doesn't break|DEAD|NO_FILE
.compat.numpy|DEAD|NO_FILE
.compilers.C.base|DEAD|NO_FILE
.compilers.C.errors|DEAD|NO_FILE
distutils.debug|DEAD|NO_FILE
distutils.spawn|DEAD|NO_FILE
..core|LIVE|/home/user/FARFAN_MCDPP/canonic_questionnaire_central/core/__init__.py
..util|DEAD|NO_FILE
..fancy_getopt|DEAD|NO_FILE
distutils._log|DEAD|NO_FILE
..dir_util|DEAD|NO_FILE
..sysconfig|DEAD|NO_FILE
..debug|DEAD|NO_FILE
..file_util|DEAD|NO_FILE
..ccompiler|DEAD|NO_FILE
.._modified|DEAD|NO_FILE
..extension|DEAD|NO_FILE
.._msvccompiler|DEAD|NO_FILE
docutils.frontend|DEAD|NO_FILE
docutils.nodes|DEAD|NO_FILE
docutils.utils|DEAD|NO_FILE
.._log|DEAD|NO_FILE
..cmd|DEAD|NO_FILE
..filelist|DEAD|NO_FILE
..text_file|DEAD|NO_FILE
..archive_util|DEAD|NO_FILE
..compilers.C.base|DEAD|NO_FILE
more_itertools|DEAD|NO_FILE
..._log|DEAD|NO_FILE
..._modified|DEAD|NO_FILE
...dir_util|DEAD|NO_FILE
...errors|DEAD|NO_FILE
...file_util|DEAD|NO_FILE
...spawn|DEAD|NO_FILE
...util|DEAD|NO_FILE
...sysconfig|DEAD|NO_FILE
...version|DEAD|NO_FILE
distutils.tests|DEAD|NO_FILE
distutils.compat|DEAD|NO_FILE
distutils.tests.compat.py39|DEAD|NO_FILE
..._macos_compat|DEAD|NO_FILE
...compat|DEAD|NO_FILE
.cmd|DEAD|NO_FILE
.compilers.C.cygwin|DEAD|NO_FILE
.fancy_getopt|DEAD|NO_FILE
distutils.versionpredicate|DEAD|NO_FILE
distutils.text_file|DEAD|NO_FILE
distutils._modified|DEAD|NO_FILE
.ccompiler|DEAD|NO_FILE
test.support.import_helper|DEAD|NO_FILE
test.support.os_helper|DEAD|NO_FILE
test.support|DEAD|NO_FILE
distutils.archive_util|DEAD|NO_FILE
path|DEAD|NO_FILE
.unix_compat|DEAD|NO_FILE
distutils.command.bdist|DEAD|NO_FILE
distutils.command.bdist_dumb|DEAD|NO_FILE
foo|DEAD|NO_FILE
shutil  # noqa: F401|DEAD|NO_FILE
distutils.tests.support|DEAD|NO_FILE
test|DEAD|NO_FILE
xx  # type: ignore[import-not-found] # Module generated for tests|DEAD|NO_FILE
distutils.command.check|DEAD|NO_FILE
distutils.command.clean|DEAD|NO_FILE
distutils.tests.test_dist|DEAD|NO_FILE
test.support.warnings_helper|DEAD|NO_FILE
distutils.filelist|DEAD|NO_FILE
distutils.command.install_lib|DEAD|NO_FILE
distutils.command.install_scripts|DEAD|NO_FILE
somecode|DEAD|NO_FILE
jaraco.envs|DEAD|NO_FILE
._modified|DEAD|NO_FILE
._importlib|DEAD|NO_FILE
._itertools|DEAD|NO_FILE
packaging.licenses|DEAD|NO_FILE
.automain|DEAD|NO_FILE
.autoparse|DEAD|NO_FILE
.autocommand|DEAD|NO_FILE
.autoasync|DEAD|NO_FILE
autocommand.errors|DEAD|NO_FILE
.compat.py38|DEAD|NO_FILE
._functools|DEAD|NO_FILE
._meta|DEAD|NO_FILE
zipp.compat.overlay|DEAD|NO_FILE
._text|DEAD|NO_FILE
jaraco.context|DEAD|NO_FILE
autocommand|DEAD|NO_FILE
inflect|DEAD|NO_FILE
.more|DEAD|NO_FILE
.recipes|DEAD|NO_FILE
platformdirs.windows|DEAD|NO_FILE
platformdirs.macos|DEAD|NO_FILE
platformdirs.unix|DEAD|NO_FILE
platformdirs.android|DEAD|NO_FILE
._commands|DEAD|NO_FILE
._metadata|DEAD|NO_FILE
.wheelfile|DEAD|NO_FILE
.macosx_libfile|DEAD|NO_FILE
..wheelfile|DEAD|NO_FILE
.unpack|DEAD|NO_FILE
.pack|DEAD|NO_FILE
packaging.tags|DEAD|NO_FILE
.._metadata|DEAD|NO_FILE
._bdist_wheel|DEAD|NO_FILE
setuptools.command.bdist_wheel|DEAD|NO_FILE
.compat.py310|DEAD|NO_FILE
.glob|DEAD|NO_FILE
.compat.py313|DEAD|NO_FILE
._reqs|DEAD|NO_FILE
.._reqs|DEAD|NO_FILE
setuptools.command.setopt|DEAD|NO_FILE
.._path|DEAD|NO_FILE
..dist|DEAD|NO_FILE
wheel.wheelfile|DEAD|NO_FILE
.._core_metadata|DEAD|NO_FILE
.._normalization|DEAD|NO_FILE
.egg_info|DEAD|NO_FILE
wheel.macosx_libfile|DEAD|NO_FILE
..modified|DEAD|NO_FILE
Cython.Distutils.build_ext|DEAD|NO_FILE
dl  # type: ignore[import-not-found] # https://github.com/python/mypy/issues/13002|DEAD|NO_FILE
setuptools.warnings|DEAD|NO_FILE
.._shutil|DEAD|NO_FILE
..compat|DEAD|NO_FILE
..discovery|DEAD|NO_FILE
.build_py|DEAD|NO_FILE
.dist_info|DEAD|NO_FILE
.install|DEAD|NO_FILE
.install_scripts|DEAD|NO_FILE
.._vendor.wheel.wheelfile|DEAD|NO_FILE
setuptools.unicode_utils|DEAD|NO_FILE
setuptools.glob|DEAD|NO_FILE
.._importlib|DEAD|NO_FILE
.easy_install|DEAD|NO_FILE
setuptools.archive_util|DEAD|NO_FILE
..unicode_utils|DEAD|NO_FILE
.py39|DEAD|NO_FILE
email.headerregistry|DEAD|NO_FILE
setuptools._importlib|DEAD|NO_FILE
setuptools.config|DEAD|NO_FILE
.error_reporting|DEAD|NO_FILE
.extra_validations|DEAD|NO_FILE
.fastjsonschema_exceptions|DEAD|NO_FILE
.fastjsonschema_validations|DEAD|NO_FILE
setuptools._vendor.packaging|DEAD|NO_FILE
trove_classifiers|DEAD|NO_FILE
setuptools.discovery|DEAD|NO_FILE
._apply_pyprojecttoml|DEAD|NO_FILE
..compat.py310|DEAD|NO_FILE
._imp|DEAD|NO_FILE
._normalization|DEAD|NO_FILE
.monkey|DEAD|NO_FILE
.installer|DEAD|NO_FILE
.command.bdist_wheel|DEAD|NO_FILE
setuptools._path|DEAD|NO_FILE
.wheel|DEAD|NO_FILE
._distutils._modified|DEAD|NO_FILE
jaraco.test.cpython|DEAD|NO_FILE
ini2toml.api|DEAD|NO_FILE
packaging.metadata|DEAD|NO_FILE
setuptools  # noqa: F401 # ensure monkey patch to metadata|DEAD|NO_FILE
setuptools._static|DEAD|NO_FILE
setuptools.config._apply_pyprojecttoml|DEAD|NO_FILE
.downloads|DEAD|NO_FILE
tomli_w|DEAD|NO_FILE
setuptools  # noqa: F401 # force distutils.core to be patched|DEAD|NO_FILE
setuptools.config.pyprojecttoml|DEAD|NO_FILE
jaraco|DEAD|NO_FILE
setuptools.config.setupcfg|DEAD|NO_FILE
..textwrap|DEAD|NO_FILE
setuptools._normalization|DEAD|NO_FILE
.textwrap|DEAD|NO_FILE
setuptools.compat.py310|DEAD|NO_FILE
wheel.macosx_libfile  # noqa: F401|DEAD|NO_FILE
setuptools.command.bdist_wheel  # noqa: F401|DEAD|NO_FILE
setuptools.command.build|DEAD|NO_FILE
setuptools.command.build_clib|DEAD|NO_FILE
.contexts|DEAD|NO_FILE
.integration.helpers|DEAD|NO_FILE
setuptools._core_metadata|DEAD|NO_FILE
.config.downloads|DEAD|NO_FILE
.fixtures|DEAD|NO_FILE
.test_find_packages|DEAD|NO_FILE
setuptools.modified|DEAD|NO_FILE
{imported_module}.errors|DEAD|NO_FILE
setuptools.command.editable_wheel|DEAD|NO_FILE
.mod|DEAD|NO_FILE
mypkg.other|DEAD|NO_FILE
otherfile|DEAD|NO_FILE
mypkg|DEAD|NO_FILE
mypkg.mod1|DEAD|NO_FILE
mypkg.subpackage.mod2|DEAD|NO_FILE
mypkg.subpackage|DEAD|NO_FILE
setuptools.command.install_scripts|DEAD|NO_FILE
setuptools  # noqa: F401  # setuptools to monkeypatch distutils|DEAD|NO_FILE
distutils  # <- load distutils after all the patches take place|DEAD|NO_FILE
_distutils_hack|DEAD|NO_FILE
setuptools.logging|DEAD|NO_FILE
setuptools.tests.textwrap|DEAD|NO_FILE
setuptools.tests|DEAD|NO_FILE
setuptools.depends|DEAD|NO_FILE
setuptools.wheel|DEAD|NO_FILE
._discovery|DEAD|NO_FILE
.unicode_utils|DEAD|NO_FILE
._core|DEAD|NO_FILE
shellingham._core|DEAD|NO_FILE
.._core|DEAD|NO_FILE
.ws|DEAD|NO_FILE
.aiows|DEAD|NO_FILE
wsproto|DEAD|NO_FILE
wsproto.events|DEAD|NO_FILE
wsproto.extensions|DEAD|NO_FILE
wsproto.frame_protocol|DEAD|NO_FILE
wsproto.utilities|DEAD|NO_FILE
sklearn.__check_build._check_build|DEAD|NO_FILE
sklearn._config|DEAD|NO_FILE
sklearn.base|DEAD|NO_FILE
sklearn.utils._show_versions|DEAD|NO_FILE
Cython|DEAD|NO_FILE
sklearn.utils._array_api|DEAD|NO_FILE
sklearn._loss.loss|DEAD|NO_FILE
sklearn.utils.extmath|DEAD|NO_FILE
sklearn._loss._loss|DEAD|NO_FILE
sklearn._loss.link|DEAD|NO_FILE
sklearn.utils|DEAD|NO_FILE
sklearn.utils.stats|DEAD|NO_FILE
sklearn.utils._testing|DEAD|NO_FILE
sklearn.exceptions|DEAD|NO_FILE
sklearn.utils._metadata_requests|DEAD|NO_FILE
sklearn.utils._missing|DEAD|NO_FILE
sklearn.utils._param_validation|DEAD|NO_FILE
sklearn.utils._repr_html.base|DEAD|NO_FILE
sklearn.utils._repr_html.estimator|DEAD|NO_FILE
sklearn.utils._repr_html.params|DEAD|NO_FILE
sklearn.utils._set_output|DEAD|NO_FILE
sklearn.utils._tags|DEAD|NO_FILE
sklearn.utils.fixes|DEAD|NO_FILE
sklearn.utils.validation|DEAD|NO_FILE
sklearn.utils._pprint|DEAD|NO_FILE
sklearn._loss|DEAD|NO_FILE
sklearn.externals|DEAD|NO_FILE
sklearn.frozen|DEAD|NO_FILE
sklearn.isotonic|DEAD|NO_FILE
sklearn.preprocessing|DEAD|NO_FILE
sklearn.svm|DEAD|NO_FILE
sklearn.utils._plotting|DEAD|NO_FILE
sklearn.utils._response|DEAD|NO_FILE
sklearn.utils.metadata_routing|DEAD|NO_FILE
sklearn.utils.multiclass|DEAD|NO_FILE
sklearn.utils.parallel|DEAD|NO_FILE
sklearn.cluster._affinity_propagation|DEAD|NO_FILE
sklearn.cluster._agglomerative|DEAD|NO_FILE
sklearn.cluster._bicluster|DEAD|NO_FILE
sklearn.cluster._birch|DEAD|NO_FILE
sklearn.cluster._bisect_k_means|DEAD|NO_FILE
sklearn.cluster._dbscan|DEAD|NO_FILE
sklearn.cluster._hdbscan.hdbscan|DEAD|NO_FILE
sklearn.cluster._kmeans|DEAD|NO_FILE
sklearn.cluster._mean_shift|DEAD|NO_FILE
sklearn.cluster._optics|DEAD|NO_FILE
sklearn.cluster._spectral|DEAD|NO_FILE
sklearn.cluster._feature_agglomeration|DEAD|NO_FILE
sklearn.metrics._dist_metrics|DEAD|NO_FILE
sklearn.utils._fast_dict|DEAD|NO_FILE
sklearn.utils.graph|DEAD|NO_FILE
sklearn.cluster._k_means_common|DEAD|NO_FILE
sklearn.utils._openmp_helpers|DEAD|NO_FILE
sklearn.cluster._dbscan_inner|DEAD|NO_FILE
sklearn.neighbors|DEAD|NO_FILE
sklearn.cluster._hdbscan._linkage|DEAD|NO_FILE
sklearn.cluster._hdbscan._reachability|DEAD|NO_FILE
sklearn.cluster._hdbscan._tree|DEAD|NO_FILE
sklearn.cluster._k_means_elkan|DEAD|NO_FILE
sklearn.cluster._k_means_lloyd|DEAD|NO_FILE
sklearn.cluster._k_means_minibatch|DEAD|NO_FILE
sklearn.utils.sparsefuncs|DEAD|NO_FILE
sklearn.utils.sparsefuncs_fast|DEAD|NO_FILE
sklearn.utils._chunking|DEAD|NO_FILE
sklearn.manifold._spectral_embedding|DEAD|NO_FILE
sklearn.cluster.tests.common|DEAD|NO_FILE
sklearn.cluster._hierarchical_fast|DEAD|NO_FILE
sklearn.feature_extraction.image|DEAD|NO_FILE
sklearn.metrics.cluster|DEAD|NO_FILE
sklearn.metrics.tests.test_dist_metrics|DEAD|NO_FILE
sklearn.feature_extraction|DEAD|NO_FILE
pyamg|DEAD|NO_FILE
sklearn.compose._column_transformer|DEAD|NO_FILE
sklearn.compose._target|DEAD|NO_FILE
sklearn.pipeline|DEAD|NO_FILE
sklearn.utils._dataframe|DEAD|NO_FILE
sklearn.utils._indexing|DEAD|NO_FILE
sklearn.utils.metaestimators|DEAD|NO_FILE
sklearn.compose|DEAD|NO_FILE
sklearn.feature_selection|DEAD|NO_FILE
sklearn.tests.metadata_routing_common|DEAD|NO_FILE
sklearn.dummy|DEAD|NO_FILE
_pytest.doctest|DEAD|NO_FILE
sklearn._min_dependencies|DEAD|NO_FILE
pooch  # noqa: F401|DEAD|NO_FILE
PIL  # noqa: F401|DEAD|NO_FILE
sklearn.covariance._elliptic_envelope|DEAD|NO_FILE
sklearn.covariance._empirical_covariance|DEAD|NO_FILE
sklearn.covariance._graph_lasso|DEAD|NO_FILE
sklearn.covariance._robust_covariance|DEAD|NO_FILE
sklearn.covariance._shrunk_covariance|DEAD|NO_FILE
sklearn.covariance|DEAD|NO_FILE
sklearn.cross_decomposition._pls|DEAD|NO_FILE
sklearn.cross_decomposition|DEAD|NO_FILE
sklearn.datasets._base|DEAD|NO_FILE
sklearn.datasets._california_housing|DEAD|NO_FILE
sklearn.datasets._covtype|DEAD|NO_FILE
sklearn.datasets._kddcup99|DEAD|NO_FILE
sklearn.datasets._lfw|DEAD|NO_FILE
sklearn.datasets._olivetti_faces|DEAD|NO_FILE
sklearn.datasets._openml|DEAD|NO_FILE
sklearn.datasets._rcv1|DEAD|NO_FILE
sklearn.datasets._samples_generator|DEAD|NO_FILE
sklearn.datasets._species_distributions|DEAD|NO_FILE
sklearn.datasets._svmlight_format_io|DEAD|NO_FILE
sklearn.datasets._twenty_newsgroups|DEAD|NO_FILE
sklearn.externals._arff|DEAD|NO_FILE
sklearn.utils._optional_dependencies|DEAD|NO_FILE
sklearn.datasets._arff_parser|DEAD|NO_FILE
sklearn.utils.random|DEAD|NO_FILE
sklearn.datasets._svmlight_format_fast|DEAD|NO_FILE
sklearn.datasets.tests.test_common|DEAD|NO_FILE
pandas  # noqa: F401|DEAD|NO_FILE
sklearn.decomposition._dict_learning|DEAD|NO_FILE
sklearn.decomposition._factor_analysis|DEAD|NO_FILE
sklearn.decomposition._fastica|DEAD|NO_FILE
sklearn.decomposition._incremental_pca|DEAD|NO_FILE
sklearn.decomposition._kernel_pca|DEAD|NO_FILE
sklearn.decomposition._lda|DEAD|NO_FILE
sklearn.decomposition._nmf|DEAD|NO_FILE
sklearn.decomposition._pca|DEAD|NO_FILE
sklearn.decomposition._sparse_pca|DEAD|NO_FILE
sklearn.decomposition._truncated_svd|DEAD|NO_FILE
sklearn.decomposition._base|DEAD|NO_FILE
sklearn.utils._arpack|DEAD|NO_FILE
sklearn.decomposition._online_lda_fast|DEAD|NO_FILE
sklearn.decomposition._cdnmf_fast|DEAD|NO_FILE
sklearn.decomposition|DEAD|NO_FILE
sklearn.utils.estimator_checks|DEAD|NO_FILE
sklearn.utils._test_common.instance_generator|DEAD|NO_FILE
sklearn.linear_model._base|DEAD|NO_FILE
sklearn.ensemble._bagging|DEAD|NO_FILE
sklearn.ensemble._base|DEAD|NO_FILE
sklearn.ensemble._forest|DEAD|NO_FILE
sklearn.ensemble._gb|DEAD|NO_FILE
sklearn.ensemble._hist_gradient_boosting.gradient_boosting|DEAD|NO_FILE
sklearn.ensemble._iforest|DEAD|NO_FILE
sklearn.ensemble._stacking|DEAD|NO_FILE
sklearn.ensemble._voting|DEAD|NO_FILE
sklearn.ensemble._weight_boosting|DEAD|NO_FILE
sklearn.tree|DEAD|NO_FILE
sklearn.utils._mask|DEAD|NO_FILE
sklearn.utils._user_interface|DEAD|NO_FILE
sklearn.tree._tree|DEAD|NO_FILE
sklearn.ensemble._gradient_boosting|DEAD|NO_FILE
sklearn.ensemble._hist_gradient_boosting._binning|DEAD|NO_FILE
sklearn.ensemble._hist_gradient_boosting._bitset|DEAD|NO_FILE
sklearn.ensemble._hist_gradient_boosting.common|DEAD|NO_FILE
sklearn.ensemble._hist_gradient_boosting._gradient_boosting|DEAD|NO_FILE
sklearn.ensemble._hist_gradient_boosting.binning|DEAD|NO_FILE
sklearn.ensemble._hist_gradient_boosting.grower|DEAD|NO_FILE
sklearn.metrics._scorer|DEAD|NO_FILE
sklearn.ensemble._hist_gradient_boosting.histogram|DEAD|NO_FILE
sklearn.ensemble._hist_gradient_boosting.predictor|DEAD|NO_FILE
sklearn.ensemble._hist_gradient_boosting.splitting|DEAD|NO_FILE
sklearn.ensemble._hist_gradient_boosting._predictor|DEAD|NO_FILE
sklearn.ensemble._hist_gradient_boosting.utils|DEAD|NO_FILE
joblib.numpy_pickle|DEAD|NO_FILE
lightgbm|DEAD|NO_FILE
xgboost|DEAD|NO_FILE
catboost|DEAD|NO_FILE
sklearn.random_projection|DEAD|NO_FILE
sklearn.discriminant_analysis|DEAD|NO_FILE
sklearn.impute|DEAD|NO_FILE
sklearn.tree._classes|DEAD|NO_FILE
sklearn.tree._criterion|DEAD|NO_FILE
sklearn.utils._mocking|DEAD|NO_FILE
sklearn.neural_network|DEAD|NO_FILE
sklearn.calibration|DEAD|NO_FILE
sklearn.multiclass|DEAD|NO_FILE
sklearn.naive_bayes|DEAD|NO_FILE
sklearn.model_selection._search_successive_halving|DEAD|NO_FILE
sklearn.impute._iterative|DEAD|NO_FILE
sklearn.experimental|DEAD|NO_FILE
sparse  # pyright: ignore[reportMissingTypeStubs]|DEAD|NO_FILE
jax.experimental.array_api|DEAD|NO_FILE
dask.array.fft|DEAD|NO_FILE
dask.array.linalg|DEAD|NO_FILE
sklearn.feature_extraction._dict_vectorizer|DEAD|NO_FILE
sklearn.feature_extraction._hash|DEAD|NO_FILE
sklearn.feature_extraction._hashing_fast|DEAD|NO_FILE
sklearn.feature_extraction._stop_words|DEAD|NO_FILE
sklearn.feature_selection._base|DEAD|NO_FILE
sklearn.feature_selection._from_model|DEAD|NO_FILE
sklearn.feature_selection._mutual_info|DEAD|NO_FILE
sklearn.feature_selection._rfe|DEAD|NO_FILE
sklearn.feature_selection._sequential|DEAD|NO_FILE
sklearn.feature_selection._univariate_selection|DEAD|NO_FILE
sklearn.feature_selection._variance_threshold|DEAD|NO_FILE
sklearn.model_selection._validation|DEAD|NO_FILE
sklearn.frozen._frozen|DEAD|NO_FILE
sklearn.gaussian_process|DEAD|NO_FILE
sklearn.gaussian_process._gpc|DEAD|NO_FILE
sklearn.gaussian_process._gpr|DEAD|NO_FILE
sklearn.gaussian_process.kernels|DEAD|NO_FILE
sklearn.utils.optimize|DEAD|NO_FILE
sklearn.preprocessing._data|DEAD|NO_FILE
sklearn.gaussian_process.tests._mini_sequence_kernel|DEAD|NO_FILE
GPy|DEAD|NO_FILE
sklearn.impute._base|DEAD|NO_FILE
sklearn.impute._knn|DEAD|NO_FILE
sklearn.neighbors._base|DEAD|NO_FILE
sklearn.inspection._partial_dependence|DEAD|NO_FILE
sklearn.inspection._permutation_importance|DEAD|NO_FILE
sklearn.inspection._plot.decision_boundary|DEAD|NO_FILE
sklearn.inspection._plot.partial_dependence|DEAD|NO_FILE
sklearn.inspection._pd_utils|DEAD|NO_FILE
sklearn.inspection|DEAD|NO_FILE
sklearn.utils._encode|DEAD|NO_FILE
sklearn.tree.tests.test_tree|DEAD|NO_FILE
sklearn._isotonic|DEAD|NO_FILE
sklearn.linear_model._ridge|DEAD|NO_FILE
sklearn.linear_model._bayes|DEAD|NO_FILE
sklearn.linear_model._coordinate_descent|DEAD|NO_FILE
sklearn.linear_model._glm|DEAD|NO_FILE
sklearn.linear_model._huber|DEAD|NO_FILE
sklearn.linear_model._least_angle|DEAD|NO_FILE
sklearn.linear_model._logistic|DEAD|NO_FILE
sklearn.linear_model._omp|DEAD|NO_FILE
sklearn.linear_model._passive_aggressive|DEAD|NO_FILE
sklearn.linear_model._perceptron|DEAD|NO_FILE
sklearn.linear_model._quantile|DEAD|NO_FILE
sklearn.linear_model._ransac|DEAD|NO_FILE
sklearn.linear_model._stochastic_gradient|DEAD|NO_FILE
sklearn.linear_model._theil_sen|DEAD|NO_FILE
sklearn.utils._seq_dataset|DEAD|NO_FILE
sklearn.linear_model._glm.glm|DEAD|NO_FILE
sklearn.linear_model._linear_loss|DEAD|NO_FILE
sklearn.linear_model._glm._newton_solver|DEAD|NO_FILE
sklearn.linear_model._sag|DEAD|NO_FILE
sklearn.svm._base|DEAD|NO_FILE
sklearn.utils._bunch|DEAD|NO_FILE
sklearn.linear_model._sag_fast|DEAD|NO_FILE
sklearn.linear_model._sgd_fast|DEAD|NO_FILE
sklearn.model_selection._split|DEAD|NO_FILE
skglm|DEAD|NO_FILE
sklearn.kernel_approximation|DEAD|NO_FILE
sklearn.manifold._classical_mds|DEAD|NO_FILE
sklearn.manifold._isomap|DEAD|NO_FILE
sklearn.manifold._locally_linear|DEAD|NO_FILE
sklearn.manifold._mds|DEAD|NO_FILE
sklearn.manifold._t_sne|DEAD|NO_FILE
sklearn.manifold|DEAD|NO_FILE
sklearn.manifold._utils|DEAD|NO_FILE
sklearn.metrics._classification|DEAD|NO_FILE
sklearn.metrics._plot.confusion_matrix|DEAD|NO_FILE
sklearn.metrics._plot.det_curve|DEAD|NO_FILE
sklearn.metrics._plot.precision_recall_curve|DEAD|NO_FILE
sklearn.metrics._plot.regression|DEAD|NO_FILE
sklearn.metrics._plot.roc_curve|DEAD|NO_FILE
sklearn.metrics._ranking|DEAD|NO_FILE
sklearn.metrics._regression|DEAD|NO_FILE
sklearn.utils._unique|DEAD|NO_FILE
sklearn.metrics._pairwise_distances_reduction._dispatcher|DEAD|NO_FILE
sklearn.metrics._pairwise_distances_reduction._argkmin|DEAD|NO_FILE
sklearn.metrics._pairwise_distances_reduction._argkmin_classmode|DEAD|NO_FILE
sklearn.metrics._pairwise_distances_reduction._base|DEAD|NO_FILE
sklearn.metrics._pairwise_distances_reduction._radius_neighbors|DEAD|NO_FILE
sklearn.metrics._pairwise_distances_reduction._radius_neighbors_classmode|DEAD|NO_FILE
sklearn.metrics._base|DEAD|NO_FILE
sklearn.metrics.cluster._bicluster|DEAD|NO_FILE
sklearn.metrics.cluster._supervised|DEAD|NO_FILE
sklearn.metrics.cluster._unsupervised|DEAD|NO_FILE
sklearn.metrics.cluster._expected_mutual_info_fast|DEAD|NO_FILE
sklearn.externals.array_api_compat|DEAD|NO_FILE
sklearn.metrics.tests.test_common|DEAD|NO_FILE
sklearn.metrics._pairwise_distances_reduction|DEAD|NO_FILE
sklearn.metrics._pairwise_fast|DEAD|NO_FILE
sklearn.mixture._bayesian_mixture|DEAD|NO_FILE
sklearn.mixture._gaussian_mixture|DEAD|NO_FILE
sklearn.mixture._base|DEAD|NO_FILE
sklearn.mixture|DEAD|NO_FILE
sklearn.mixture.tests.test_gaussian_mixture|DEAD|NO_FILE
sklearn.model_selection._classification_threshold|DEAD|NO_FILE
sklearn.model_selection._plot|DEAD|NO_FILE
sklearn.model_selection._search|DEAD|NO_FILE
sklearn.model_selection.tests.common|DEAD|NO_FILE
sklearn.model_selection.tests.test_search|DEAD|NO_FILE
sklearn.externals.array_api_extra|DEAD|NO_FILE
sklearn.neighbors._ball_tree|DEAD|NO_FILE
sklearn.neighbors._classification|DEAD|NO_FILE
sklearn.neighbors._graph|DEAD|NO_FILE
sklearn.neighbors._kd_tree|DEAD|NO_FILE
sklearn.neighbors._kde|DEAD|NO_FILE
sklearn.neighbors._lof|DEAD|NO_FILE
sklearn.neighbors._nca|DEAD|NO_FILE
sklearn.neighbors._nearest_centroid|DEAD|NO_FILE
sklearn.neighbors._regression|DEAD|NO_FILE
sklearn.neighbors._unsupervised|DEAD|NO_FILE
sklearn.utils.arrayfuncs|DEAD|NO_FILE
sklearn.utils._available_if|DEAD|NO_FILE
sklearn.neighbors.tests.test_ball_tree|DEAD|NO_FILE
sklearn.metrics.tests.test_pairwise_distances_reduction|DEAD|NO_FILE
sklearn.neighbors._quad_tree|DEAD|NO_FILE
sklearn.neural_network._multilayer_perceptron|DEAD|NO_FILE
sklearn.neural_network._rbm|DEAD|NO_FILE
sklearn.neural_network._base|DEAD|NO_FILE
sklearn.neural_network._stochastic_optimizers|DEAD|NO_FILE
sklearn.preprocessing._discretization|DEAD|NO_FILE
sklearn.preprocessing._encoders|DEAD|NO_FILE
sklearn.preprocessing._function_transformer|DEAD|NO_FILE
sklearn.preprocessing._label|DEAD|NO_FILE
sklearn.preprocessing._polynomial|DEAD|NO_FILE
sklearn.preprocessing._target_encoder|DEAD|NO_FILE
sklearn.preprocessing._csr_polynomial_expansion|DEAD|NO_FILE
sklearn.preprocessing._target_encoder_fast|DEAD|NO_FILE
sklearn.externals._packaging.version|DEAD|NO_FILE
sklearn.semi_supervised._label_propagation|DEAD|NO_FILE
sklearn.semi_supervised._self_training|DEAD|NO_FILE
sklearn.semi_supervised|DEAD|NO_FILE
sklearn.tests.test_pipeline|DEAD|NO_FILE
sklearn.svm._bounds|DEAD|NO_FILE
sklearn.svm._classes|DEAD|NO_FILE
sklearn.svm._newrand|DEAD|NO_FILE
sklearn.svm.tests|DEAD|NO_FILE
sklearn.__check_build|DEAD|NO_FILE
sklearn.utils.deprecation|DEAD|NO_FILE
numpydoc|DEAD|NO_FILE
sklearn.utils.discovery|DEAD|NO_FILE
sklearn.kernel_ridge|DEAD|NO_FILE
sklearn.multioutput|DEAD|NO_FILE
sklearn.tree._export|DEAD|NO_FILE
sklearn.tree._splitter|DEAD|NO_FILE
sklearn.tree._utils|DEAD|NO_FILE
sklearn.tree._reingold_tilford|DEAD|NO_FILE
sklearn.tree._partitioner|DEAD|NO_FILE
sklearn.utils.class_weight|DEAD|NO_FILE
sklearn.utils.murmurhash|DEAD|NO_FILE
sklearn.externals._numpydoc|DEAD|NO_FILE
numpydoc  # noqa: F401|DEAD|NO_FILE
numpydoc.docscrape|DEAD|NO_FILE
polars.testing|DEAD|NO_FILE
sklearn.externals._scipy.sparse.csgraph|DEAD|NO_FILE
