# 06_DECISION_MATRIX.txt
# Mechanical remediation actions per import
# Format: <module>|<era>|<module_reality>|<symbol_reality>|<action>|<status>

.pathway|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.actuator|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.mechanics.joint|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.mechanics.loads|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.mechanics.rigidbody|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.mechanics.body_base|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.vector.printing|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.mechanics.particle|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.mechanics.inertia|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.mechanics.functions|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.mechanics.method|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.mechanics.linearize|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.mechanics.wrapping_geometry|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.mechanics.kane|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.mechanics.lagrange|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.testing|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.mechanics.models|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.waves|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.gaussopt|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.medium|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.polarization|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.optics.polarization|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.optics.utils|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.anticommutator|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.qapply|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.commutator|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.dagger|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.hilbert|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.innerproduct|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.operator|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.represent|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.state|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.tensorproduct|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.quantum.kind|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.quantum.represent|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.quantum.matrixutils|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.quantum.matrixcache|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.quantum.qapply|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.quantum.innerproduct|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.quantum.operatorset|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.printing.pretty.pretty_symbology|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.quantum.circuitutils|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.quantum.operatorordering|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.printing.pretty|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.quantum.qasm|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.core.trace|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.hydrogen|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.pring|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.qho_1d|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.sho|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.unitsystem|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.quantities|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.definitions.dimension_definitions|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.prefixes|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.definitions|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.systems|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.unit_definitions|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.units.systems.mks|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.units.systems.mksa|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.units.systems.natural|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.units.systems.si|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.units.definitions|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.units.definitions.unit_definitions|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.units.systems.length_weight_time|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.units.unitsystem|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.units.systems|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.concrete.tests.test_sums_products|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.units.systems.cgs|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.units.util|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.frame|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.dyadic|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.vector|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.fieldfunctions|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.vector.vector|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.printing.pretty.pretty|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.vector.dyadic|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.physics.vector.fieldfunctions|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.plot|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.plot_implicit|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.textplot|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.pygletplot|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.plotting.backends.matplotlibbackend.matplotlib|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.plotting.backends.base_backend|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.plotting.backends.textbackend.text|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.plotting.textplot|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.interval_arithmetic|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.lib_interval|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.interval_membership|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.plotting.intervalmath|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.plotting.intervalmath.interval_membership|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.plotting.experimental_lambdify|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.plotting.backends.matplotlibbackend|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.plotting.backends.textbackend|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.plotting.utils|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.plotting.plotgrid|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.plotting.pygletplot.plot|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
pyglet.window|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
pyglet.clock|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
pyglet.gl|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.plotting.pygletplot.plot_axes|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.plotting.pygletplot.plot_mode|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.plotting.pygletplot.plot_object|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.plotting.pygletplot.plot_window|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.plotting.pygletplot.util|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
pyglet|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.plotting.pygletplot.plot_rotation|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
pyglet.window.mouse|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.plotting.pygletplot.plot_mode_base|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.plot_interval|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.plot_object|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.plotting.pygletplot.color_scheme|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.plotting.pygletplot.plot_curve|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.plotting.pygletplot.plot_surface|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.plotting.pygletplot.managed_window|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.plotting.pygletplot.plot_camera|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.plotting.pygletplot.plot_controller|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.plotting.pygletplot|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.intervalmath|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.plotting.intervalmath.lib_interval|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.plotting.intervalmath.interval_arithmetic|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.plotting.plot_implicit|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.testing.tmpfiles|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.polytools|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.polyfuncs|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.polyerrors|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.numberfields|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.monomials|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.orderings|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.rootoftools|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.polyroots|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.domains|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.specialpolys|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.orthopolys|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.appellseqs|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.partfrac|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.polyoptions|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.rings|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.homomorphisms|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.domains.domain|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.domains.domainelement|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.agca.modules|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.agca.ideals|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.domains.field|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.agca.homomorphisms|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.domains.old_polynomialring|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.domains.quotientring|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.distributedmodules|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.agca.extensions|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.domainmatrix|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.agca|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.densearith|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.groebnertools|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.densebasic|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.euclidtools|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.factortools|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.rootisolation|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.sqfreetools|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.domains.complexfield|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.polyoptions|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.euclidtools|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.domain|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.finitefield|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.integerring|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.rationalfield|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.algebraicfield|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.gaussiandomains|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.realfield|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.complexfield|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.polynomialring|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.fractionfield|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.expressiondomain|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.expressionrawdomain|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.pythonrational|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.pythonfinitefield|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.gmpyfinitefield|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.pythonintegerring|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.gmpyintegerring|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.pythonrationalfield|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.gmpyrationalfield|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.domains.characteristiczero|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.domains.simpledomain|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.numberfields.basis|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.numberfields.primes|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.domains.gaussiandomains|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.domains.polynomialring|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.domains.fractionfield|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.domains.old_fractionfield|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.domains.ring|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.domains.modularinteger|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.domains.compositedomain|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.domains.algebraicfield|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.domains.finitefield|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.domains.gmpyintegerring|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.domains.pythonintegerring|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.numberfields.subfield|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.polyconfig|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.domainmatrix|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.lll|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.sdm|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.dfm|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.matrices._typing|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._dfm|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..domains|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..constructor|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.domainscalar|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.ddm|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.rref|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..agca.extensions|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..factortools|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..polyroots|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..polytools|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..rootoftools|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.matrices.sdm|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.matrices.dense|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.matrices.domainscalar|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.matrices.lll|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.minpoly|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.subfield|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.basis|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.primes|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.galoisgroups|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.numberfields.resolvent_lookup|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.numberfields.galois_resolvents|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.numberfields.utilities|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.ring_series|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.numberfields.galoisgroups|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.numberfields.exceptions|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.numberfields.modules|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.polyquinticconst|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.fglmtools|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
mpmath.libmp.libhyper|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.dispersion|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.puiseux|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.compatibility|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.heuristicgcd|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.modulargcd|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.multivariate_resultants|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.polys.subresultants_qq_zz|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.latex|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.mathml|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.python|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.pycode|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.codeprinter|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.smtlib|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.glsl|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.rcode|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.jscode|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.julia|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.mathematica|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.octave|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.gtk|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.tree|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.str|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.tableform|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.dot|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.maple|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
aesara.tensor|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
aesara.tensor.elemwise|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
aesara.gradient|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.c|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sympy.core._print_helpers|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
